symptoms,diagnoses 
"headache,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,headache,vomiting,abdominal,fatigue,breathing,cough",malaria
"chill,headache,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,abdominal,fatigue,breathing,cough",malaria
"nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,fatigue,breathing,cough",malaria
"diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,diarrhea,abdominal,fatigue,breathing,cough",malaria
"headache,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,headache,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,headache,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,diarrhea,abdominal,fatigue,breathing,cough",malaria
"nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"headache,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,fatigue,breathing,cough",malaria
"vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"headache,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,fatigue,breathing,cough",malaria
"pain,fatigue,breathing,cough",malaria
"fever,pain,fatigue,breathing,cough",malaria
"chill,pain,fatigue,breathing,cough",malaria
"fever,chill,pain,fatigue,breathing,cough",malaria
"headache,pain,fatigue,breathing,cough",malaria
"fever,headache,pain,fatigue,breathing,cough",malaria
"chill,headache,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,pain,fatigue,breathing,cough",malaria
"nausea,pain,fatigue,breathing,cough",malaria
"fever,nausea,pain,fatigue,breathing,cough",malaria
"chill,nausea,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,pain,fatigue,breathing,cough",malaria
"headache,nausea,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,pain,fatigue,breathing,cough",malaria
"vomiting,pain,fatigue,breathing,cough",malaria
"fever,vomiting,pain,fatigue,breathing,cough",malaria
"chill,vomiting,pain,fatigue,breathing,cough",malaria
"fever,chill,vomiting,pain,fatigue,breathing,cough",malaria
"headache,vomiting,pain,fatigue,breathing,cough",malaria
"fever,headache,vomiting,pain,fatigue,breathing,cough",malaria
"chill,headache,vomiting,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,pain,fatigue,breathing,cough",malaria
"nausea,vomiting,pain,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,pain,fatigue,breathing,cough",malaria
"diarrhea,pain,fatigue,breathing,cough",malaria
"fever,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,diarrhea,pain,fatigue,breathing,cough",malaria
"headache,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,headache,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,headache,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,diarrhea,pain,fatigue,breathing,cough",malaria
"nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"headache,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,pain,fatigue,breathing,cough",malaria
"vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"headache,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,pain,fatigue,breathing,cough",malaria
"abdominal,pain,fatigue,breathing,cough",malaria
"fever,abdominal,pain,fatigue,breathing,cough",malaria
"chill,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,abdominal,pain,fatigue,breathing,cough",malaria
"headache,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,abdominal,pain,fatigue,breathing,cough",malaria
"nausea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"headache,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,abdominal,pain,fatigue,breathing,cough",malaria
"vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"chill,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"headache,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,pain,fatigue,breathing,cough",malaria
"diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"headache,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"headache,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"headache,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,pain,fatigue,breathing,cough",malaria
"muscle,fatigue,breathing,cough",malaria
"fever,muscle,fatigue,breathing,cough",malaria
"chill,muscle,fatigue,breathing,cough",malaria
"fever,chill,muscle,fatigue,breathing,cough",malaria
"headache,muscle,fatigue,breathing,cough",malaria
"fever,headache,muscle,fatigue,breathing,cough",malaria
"chill,headache,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,muscle,fatigue,breathing,cough",malaria
"nausea,muscle,fatigue,breathing,cough",malaria
"fever,nausea,muscle,fatigue,breathing,cough",malaria
"chill,nausea,muscle,fatigue,breathing,cough",malaria
"fever,chill,nausea,muscle,fatigue,breathing,cough",malaria
"headache,nausea,muscle,fatigue,breathing,cough",malaria
"fever,headache,nausea,muscle,fatigue,breathing,cough",malaria
"chill,headache,nausea,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,muscle,fatigue,breathing,cough",malaria
"vomiting,muscle,fatigue,breathing,cough",malaria
"fever,vomiting,muscle,fatigue,breathing,cough",malaria
"chill,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,chill,vomiting,muscle,fatigue,breathing,cough",malaria
"headache,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,headache,vomiting,muscle,fatigue,breathing,cough",malaria
"chill,headache,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,muscle,fatigue,breathing,cough",malaria
"nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,muscle,fatigue,breathing,cough",malaria
"diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,diarrhea,muscle,fatigue,breathing,cough",malaria
"headache,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,headache,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,headache,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,diarrhea,muscle,fatigue,breathing,cough",malaria
"nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"headache,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,headache,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,headache,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,diarrhea,muscle,fatigue,breathing,cough",malaria
"vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"headache,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,headache,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,headache,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"headache,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,muscle,fatigue,breathing,cough",malaria
"abdominal,muscle,fatigue,breathing,cough",malaria
"fever,abdominal,muscle,fatigue,breathing,cough",malaria
"chill,abdominal,muscle,fatigue,breathing,cough",malaria
